Material,a,b,Stability,Composition,Li,Be,Na,Mg,Al,Si,P,S,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,Ba,La,Ce,Pr,Nd,Pm,Eu,Gd,Tb,Dy,Ho,Er,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Ac,Pa,avg_s_ve,avg_p_ve,avg_d_ve,avg_f_ve,frac_s_ve,frac_p_ve,frac_d_ve,frac_f_ve,MolWeight
YPbAu,4.807,4.807,stable,Y1 Pb1 Au1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,1.666666667,0.666666667,7,9.333333333,0.089285714,0.035714286,0.375,0.5,493.0724
YSbPd,4.651,4.651,stable,Y1 Sb1 Pd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,1,7,0,0.142857143,0.107142857,0.75,0,317.08585
YSbPt,4.656,4.656,unstable,Y1 Sb1 Pt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1.666666667,1,6.666666667,4.666666667,0.119047619,0.071428571,0.476190476,0.333333333,405.74385
ZnNiSb,4.162,4.162,unstable,Zn1 Ni1 Sb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9.333333333,0,0.162162162,0.081081081,0.756756757,0,245.8624
ZrAsIr,4.332,4.332,unstable,Zr1 As1 Ir1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2,1,6.333333333,4.666666667,0.142857143,0.071428571,0.452380952,0.333333333,358.3626
ZrCoBi,4.376,4.376,stable,Zr1 Co1 Bi1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,2,1,6.333333333,4.666666667,0.142857143,0.071428571,0.452380952,0.333333333,359.13758
ZrInAu,4.576,4.576,stable,Zr1 In1 Au1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,1.666666667,0.333333333,7.333333333,4.666666667,0.119047619,0.023809524,0.523809524,0.333333333,403.00855
ZrNiSn,4.324,4.324,unstable,Zr1 Ni1 Sn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,6.666666667,0,0.214285714,0.071428571,0.714285714,0,268.6274
ZrSbRh,4.454,4.454,unstable,Zr1 Sb1 Rh1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,6.666666667,0,0.178571429,0.107142857,0.714285714,0,315.8895
ZrSbRu,4.467,4.467,unstable,Zr1 Sb1 Ru1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,6.333333333,0,0.185185185,0.111111111,0.703703704,0,314.054
ZrSnPd,3.777,3.777,stable,Zr1 Sn1 Pd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0.666666667,7.333333333,0,0.142857143,0.071428571,0.785714286,0,316.354
ZrSnPt,4.512,4.512,stable,Zr1 Sn1 Pt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,1.666666667,0.666666667,7,4.666666667,0.119047619,0.047619048,0.5,0.333333333,405.012
CaCoSi,5.486,7.583,unstable,Ca1 Co1 Si1,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,2.333333333,0,0.4,0.133333333,0.466666667,0,127.0967
CaNiGe,5.875,6.638,unstable,Ca1 Ni1 Ge1,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,6,0,0.230769231,0.076923077,0.692307692,0,171.4114
CeAlCo,6.009,8.919,unstable,Ce1 Al1 Co1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,2.666666667,0.333333333,0.375,0.0625,0.5,0.0625,226.030738
CeAlNi,6.866,6.866,unstable,Ce1 Al1 Ni1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,3,0.333333333,0.352941176,0.058823529,0.529411765,0.058823529,225.790938
CeCoGe,6.025,6.538,unstable,Ce1 Co1 Ge1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,6,0.333333333,0.222222222,0.074074074,0.666666667,0.037037037,271.6892
CeCoSi,5.691,6.843,stable,Ce1 Co1 Si1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,2.666666667,0.333333333,0.352941176,0.117647059,0.470588235,0.058823529,227.1347
CeGaCo,5.947,8.984,unstable,Ce1 Ga1 Co1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,6,0.333333333,0.230769231,0.038461538,0.692307692,0.038461538,268.7722
CeGaNi,6.847,6.847,stable,Ce1 Ga1 Ni1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,6.333333333,0.333333333,0.222222222,0.037037037,0.703703704,0.037037037,268.5324
CeInNi,7.29,7.29,unstable,Ce1 In1 Ni1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,6.333333333,0.333333333,0.222222222,0.037037037,0.703703704,0.037037037,313.6274
CeNiAs,4.095,4.095,unstable,Ce1 Ni1 As1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6.333333333,0.333333333,0.206896552,0.103448276,0.655172414,0.034482759,273.731
CeNiP,3.949,3.949,stable,Ce1 Ni1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0.333333333,0.315789474,0.157894737,0.473684211,0.052631579,229.783161
CeNiSb,4.356,4.356,stable,Ce1 Ni1 Sb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6.333333333,0.333333333,0.206896552,0.103448276,0.655172414,0.034482759,320.5694
CeNiSn,7.485,8.824,unstable,Ce1 Ni1 Sn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,6.333333333,0.333333333,0.214285714,0.071428571,0.678571429,0.035714286,317.5194
CoAsS,5.545,5.743,unstable,Co1 As1 S1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,5.666666667,0,0.2,0.233333333,0.566666667,0,165.9198
CoMoP,6.671,6.872,stable,Co1 Mo1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,4,0,0.25,0.15,0.6,0,185.846961
CoNiP,5.747,5.747,unstable,Co1 Ni1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0.25,0.125,0.625,0,148.600361
CoPPd,5.076,5.794,unstable,Co1 P1 Pd1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,1,5.666666667,0,0.166666667,0.125,0.708333333,0,196.326961
CoSbTe,6.231,6.502,stable,Co1 Sb1 Te1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,9,0,0.15,0.175,0.675,0,308.2932
CrCoP,6.682,6.727,unstable,Cr1 Co1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,4,0,0.25,0.15,0.6,0,141.903061
CrFeP,6.581,6.78,stable,Cr1 Fe1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,3.666666667,0,0.263157895,0.157894737,0.578947368,0,138.814861
CrNiAs,6.205,6.205,stable,Cr1 Ni1 As1,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,7.666666667,0,0.161290323,0.096774194,0.741935484,0,185.6111
CrNiP,6.816,6.826,stable,Cr1 Ni1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,4.333333333,0,0.238095238,0.142857143,0.619047619,0,141.663261
DyAlNi,6.91,6.91,unstable,Dy1 Al1 Ni1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,2.666666667,3.333333333,0.24,0.04,0.32,0.4,248.174938
DyFeSi,5.712,6.384,unstable,Dy1 Fe1 Si1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,2,3.333333333,0.25,0.083333333,0.25,0.416666667,246.4305
DyGaNi,7.195,8.071,unstable,Dy1 Ga1 Ni1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,6,3.333333333,0.171428571,0.028571429,0.514285714,0.285714286,290.9164
DyInNi,7.413,7.413,unstable,Dy1 In1 Ni1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,6,3.333333333,0.171428571,0.028571429,0.514285714,0.285714286,336.0114
DyNiAs,4.031,4.031,unstable,Dy1 Ni1 As1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3.333333333,0.162162162,0.081081081,0.486486486,0.27027027,296.115
DyNiBi,4.55,4.55,unstable,Dy1 Ni1 Bi1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,2,1,6,8,0.117647059,0.058823529,0.352941176,0.470588235,430.17378
DyNiP,3.873,3.873,stable,Dy1 Ni1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.666666667,3.333333333,0.222222222,0.111111111,0.296296296,0.37037037,252.167161
DyNiSb,4.463,4.463,stable,Dy1 Ni1 Sb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,3.333333333,0.162162162,0.081081081,0.486486486,0.27027027,342.9534
ErAlNi,6.852,6.852,stable,Er1 Al1 Ni1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,2.666666667,4,0.222222222,0.037037037,0.296296296,0.444444444,252.933938
ErGaNi,7.214,7.964,unstable,Er1 Ga1 Ni1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,6,4,0.162162162,0.027027027,0.486486486,0.324324324,295.6754
ErNiAs,4.011,4.011,stable,Er1 Ni1 As1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,0.153846154,0.076923077,0.461538462,0.307692308,300.874
ErNiBi,4.522,4.522,unstable,Er1 Ni1 Bi1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,2,1,6,8.666666667,0.113207547,0.056603774,0.339622642,0.490566038,434.93278
ErNiP,3.85,3.85,unstable,Er1 Ni1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.666666667,4,0.206896552,0.103448276,0.275862069,0.413793103,256.926161
ErNiSb,4.432,4.432,stable,Er1 Ni1 Sb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,4,0.153846154,0.076923077,0.461538462,0.307692308,347.7124
ErNiSn,7.595,8.302,unstable,Er1 Ni1 Sn1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,6,4,0.157894737,0.052631579,0.473684211,0.315789474,344.6624
EuNiP,3.887,3.887,stable,Eu1 Ni1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2.666666667,2.333333333,0.25,0.125,0.333333333,0.291666667,241.631161
FeAsS,5.712,8.013,unstable,Fe1 As1 S1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,5.333333333,0,0.206896552,0.24137931,0.551724138,0,162.8316
FeAsSe,5.935,8.294,unstable,Fe1 As1 Se1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,8.666666667,0,0.153846154,0.179487179,0.666666667,0,209.7266
FeCoP,6.525,6.713,unstable,Fe1 Co1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4.333333333,0,0.272727273,0.136363636,0.590909091,0,145.751961
FeMoP,6.679,6.913,stable,Fe1 Mo1 P1,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,1,3.666666667,0,0.263157895,0.157894737,0.578947368,0,182.758761
FePS,5.537,7.76,stable,Fe1 P1 S1,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,2,0,0.315789474,0.368421053,0.315789474,0,118.883761
FeSbS,5.995,8.426,unstable,Fe1 Sb1 S1,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,5.333333333,0,0.206896552,0.24137931,0.551724138,0,209.67
FeSbSe,6.261,8.758,stable,Fe1 Sb1 Se1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,8.666666667,0,0.153846154,0.179487179,0.666666667,0,256.565
FeSbTe,6.564,9.139,stable,Fe1 Sb1 Te1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,8.666666667,0,0.153846154,0.179487179,0.666666667,0,305.205
FeTeAs,6.268,8.742,unstable,Fe1 Te1 As1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.333333333,8.666666667,0,0.153846154,0.179487179,0.666666667,0,258.3666
GdAlNi,6.977,6.977,unstable,Gd1 Al1 Ni1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,3,2.333333333,0.260869565,0.043478261,0.391304348,0.304347826,242.924938
GdCoSi,5.5,7.022,unstable,Gd1 Co1 Si1,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.666666667,2.666666667,2.333333333,0.260869565,0.086956522,0.347826087,0.304347826,244.2687
GdNiAs,4.036,4.036,stable,Gd1 Ni1 As1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6.333333333,2.333333333,0.171428571,0.085714286,0.542857143,0.2,290.865
GdNiPb,7.767,8.596,unstable,Gd1 Ni1 Pb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,2,0.666666667,6.333333333,7,0.125,0.041666667,0.395833333,0.4375,423.1434
